additions,additions_avg,additions_max,change_set_avg,change_set_max,code_churn_avg,code_churn_count,code_churn_max,commit,commits_count,committed_at,contributors_count,deletions,deletions_avg,deletions_max,failure_prone,filepath,highest_contributor_experience,hunks_median,minor_contributors_count
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\test\\looponfail\\remote.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\builtin\\testing\\test_enumerate.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\rest\\testing\\test_rst.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\execnet\\inputoutput.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\bin\\_findpy.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\rest\\testing\\test_convert.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\io\\__init__.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\path\\common.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\test\\web\\post_multipart.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\execnet\\message.py,0.0,0.0,0.0
